title,Token,stopword,stemmed,label
kini layanan administrasi kependudukan kota bandung siap go digital,"['kini', 'layanan', 'administrasi', 'kependudukan', 'kota', 'bandung', 'siap', 'go', 'digital']","['layanan', 'administrasi', 'kependudukan', 'kota', 'go', 'digital']",layan administrasi duduk kota go digital,1
terima kunjungan psht kota pasuruan kapolres berpesan jaga kondusifitas jelang 1 suro,"['terima', 'kunjungan', 'psht', 'kota', 'pasuruan', 'kapolres', 'berpesan', 'jaga', 'kondusifitas', 'jelang', '1', 'suro']","['terima', 'kunjungan', 'psht', 'kota', 'pasuruan', 'kapolres', 'berpesan', 'jaga', 'kondusifitas', 'jelang', '1', 'suro']",terima kunjung psht kota pasuruan kapolres pesan jaga kondusifitas jelang 1 suro,0
meningkatkan sinergitas kapolres pasuruan bersilaturahmi kepada tokoh agama di kabupaten pasuruan,"['meningkatkan', 'sinergitas', 'kapolres', 'pasuruan', 'bersilaturahmi', 'kepada', 'tokoh', 'agama', 'di', 'kabupaten', 'pasuruan']","['meningkatkan', 'sinergitas', 'kapolres', 'pasuruan', 'bersilaturahmi', 'tokoh', 'agama', 'kabupaten', 'pasuruan']",tingkat sinergitas kapolres pasuruan silaturahmi tokoh agama kabupaten pasuruan,1
bank bjb gelar bincang jumat bisnis spesial episode hadirkan ahli bisnis ekspor,"['bank', 'bjb', 'gelar', 'bincang', 'jumat', 'bisnis', 'spesial', 'episode', 'hadirkan', 'ahli', 'bisnis', 'ekspor']","['bank', 'bjb', 'gelar', 'bincang', 'jumat', 'bisnis', 'spesial', 'episode', 'hadirkan', 'ahli', 'bisnis', 'ekspor']",bank bjb gelar bincang jumat bisnis spesial episode hadir ahli bisnis ekspor,1
nyamar jadi tukang potong rambut pemuda ini ditangkap polisi,"['nyamar', 'jadi', 'tukang', 'potong', 'rambut', 'pemuda', 'ini', 'ditangkap', 'polisi']","['nyamar', 'tukang', 'potong', 'rambut', 'pemuda', 'ditangkap', 'polisi']",nyamar tukang potong rambut pemuda tangkap polisi,2
berikan rasa aman di lingkungan pendidikan yudi cahyadi apresiasi rass,"['berikan', 'rasa', 'aman', 'di', 'lingkungan', 'pendidikan', 'yudi', 'cahyadi', 'apresiasi', 'rass']","['aman', 'lingkungan', 'pendidikan', 'yudi', 'cahyadi', 'apresiasi', 'rass']",aman lingkung didik yudi cahyadi apresiasi rass,1
apes maling kurang pinter tertangkap warga,"['apes', 'maling', 'kurang', 'pinter', 'tertangkap', 'warga']","['apes', 'maling', 'pinter', 'tertangkap', 'warga']",apes maling pinter tangkap warga,2
jalin silaturahmi kapolres pasuruan kunjungi tokoh agama pengasuh pondok pesantren,"['jalin', 'silaturahmi', 'kapolres', 'pasuruan', 'kunjungi', 'tokoh', 'agama', 'pengasuh', 'pondok', 'pesantren']","['jalin', 'silaturahmi', 'kapolres', 'pasuruan', 'kunjungi', 'tokoh', 'agama', 'pengasuh', 'pondok', 'pesantren']",jalin silaturahmi kapolres pasuruan kunjung tokoh agama asuh pondok pesantren,1
ternyata kwh meter listrik milik pln punya usia pemakaian apa saja cirinya,"['ternyata', 'kwh', 'meter', 'listrik', 'milik', 'pln', 'punya', 'usia', 'pemakaian', 'apa', 'saja', 'cirinya']","['kwh', 'meter', 'listrik', 'milik', 'pln', 'usia', 'pemakaian', 'cirinya']",kwh meter listrik milik pln usia pakai ciri,0
danpussenarhanud terima cinderamata lukisan karya anak bandung dari insan media,"['danpussenarhanud', 'terima', 'cinderamata', 'lukisan', 'karya', 'anak', 'bandung', 'dari', 'insan', 'media']","['danpussenarhanud', 'terima', 'cinderamata', 'lukisan', 'karya', 'anak', 'insan', 'media']",danpussenarhanud terima cinderamata lukis karya anak insan media,1
kpk gagal jemput paksa mardani maming ketua umum aliansi madura indonesia nyeletuk bubar sajalah kalian,"['kpk', 'gagal', 'jemput', 'paksa', 'mardani', 'maming', 'ketua', 'umum', 'aliansi', 'madura', 'indonesia', 'nyeletuk', 'bubar', 'sajalah', 'kalian']","['kpk', 'gagal', 'jemput', 'paksa', 'mardani', 'maming', 'ketua', 'aliansi', 'madura', 'indonesia', 'nyeletuk', 'bubar']",kpk gagal jemput paksa mardani maming ketua aliansi madura indonesia nyeletuk bubar,2
hut ke-61 ikwi gelar konsolidasi organisasi,"['hut', 'ke', '-', '61', 'ikwi', 'gelar', 'konsolidasi', 'organisasi']","['hut', '-', '61', 'ikwi', 'gelar', 'konsolidasi', 'organisasi']",hut - 61 ikwi gelar konsolidasi organisasi,1
masuki musim kemarau kota bandung waspada sulit air bersih,"['masuki', 'musim', 'kemarau', 'kota', 'bandung', 'waspada', 'sulit', 'air', 'bersih']","['masuki', 'musim', 'kemarau', 'kota', 'waspada', 'sulit', 'air', 'bersih']",masuk musim kemarau kota waspada sulit air bersih,2
ikan sungai musi tercemar mikroplastik saatnya kurangi penggunaan plastik sekaliâ pakai,"['ikan', 'sungai', 'musi', 'tercemar', 'mikroplastik', 'saatnya', 'kurangi', 'penggunaan', 'plastik', 'sekaliâ', 'pakai']","['ikan', 'sungai', 'musi', 'tercemar', 'mikroplastik', 'kurangi', 'penggunaan', 'plastik', 'sekaliâ', 'pakai']",ikan sungai mus cemar mikroplastik kurang guna plastik sekali pakai,2
final piala presiden 2022 di kanjuruan aman aremania berikan apresiasi polres malang,"['final', 'piala', 'presiden', '2022', 'di', 'kanjuruan', 'aman', 'aremania', 'berikan', 'apresiasi', 'polres', 'malang']","['final', 'piala', 'presiden', '2022', 'kanjuruan', 'aman', 'aremania', 'apresiasi', 'polres', 'malang']",final piala presiden 2022 kanjuruan aman aremania apresiasi polres malang,1
melek isu keluarga yunimar ajak para ibu ngobras puspaga,"['melek', 'isu', 'keluarga', 'yunimar', 'ajak', 'para', 'ibu', 'ngobras', 'puspaga']","['melek', 'isu', 'keluarga', 'yunimar', 'ajak', 'ngobras', 'puspaga']",melek isu keluarga yunimar ajak ngobras puspaga,1
polresta sidoarjo berhasil ungkap tiga kasus pencabulan,"['polresta', 'sidoarjo', 'berhasil', 'ungkap', 'tiga', 'kasus', 'pencabulan']","['polresta', 'sidoarjo', 'berhasil', 'pencabulan']",polresta sidoarjo hasil cabul,2
sindikat online utbk sbm ptn keok di tangan satreskrim polrestabes surabaya,"['sindikat', 'online', 'utbk', 'sbm', 'ptn', 'keok', 'di', 'tangan', 'satreskrim', 'polrestabes', 'surabaya']","['sindikat', 'online', 'utbk', 'sbm', 'ptn', 'keok', 'tangan', 'satreskrim', 'polrestabes', 'surabaya']",sindikat online utbk sbm ptn keok tangan satreskrim polrestabes surabaya,2
ayah tina korban kecelakaan maut minta sopir dijerat pasal pemberatan,"['ayah', 'tina', 'korban', 'kecelakaan', 'maut', 'minta', 'sopir', 'dijerat', 'pasal', 'pemberatan']","['ayah', 'tina', 'korban', 'kecelakaan', 'maut', 'sopir', 'dijerat', 'pasal', 'pemberatan']",ayah tina korban celaka maut sopir jerat pasal berat,2
naas seorang pemuda intip wanita cantik saat mandi berakhir di bui,"['naas', 'seorang', 'pemuda', 'intip', 'wanita', 'cantik', 'saat', 'mandi', 'berakhir', 'di', 'bui']","['naas', 'pemuda', 'intip', 'wanita', 'cantik', 'mandi', 'bui']",naas pemuda intip wanita cantik mandi bui,2
ikwi jawa barat resmi punya gedung sekretariat baru,"['ikwi', 'jawa', 'barat', 'resmi', 'punya', 'gedung', 'sekretariat', 'baru']","['ikwi', 'jawa', 'barat', 'resmi', 'gedung', 'sekretariat']",ikwi jawa barat resmi gedung sekretariat,1
operasi bina kusuma polres pasuruan kota sasar tempat wisata,"['operasi', 'bina', 'kusuma', 'polres', 'pasuruan', 'kota', 'sasar', 'tempat', 'wisata']","['operasi', 'bina', 'kusuma', 'polres', 'pasuruan', 'kota', 'sasar', 'wisata']",operasi bina kusuma polres pasuruan kota sasar wisata,1
maling tidak punya ilmu kebal bonyok dihajar warga tanah merah,"['maling', 'tidak', 'punya', 'ilmu', 'kebal', 'bonyok', 'dihajar', 'warga', 'tanah', 'merah']","['maling', 'ilmu', 'kebal', 'bonyok', 'dihajar', 'warga', 'tanah', 'merah']",maling ilmu kebal bonyok hajar warga tanah merah,2
bank bjb bersama ride-o gelar fellowship bandung-jogjakarta,"['bank', 'bjb', 'bersama', 'ride', '-', 'o', 'gelar', 'fellowship', 'bandung', '-', 'jogjakarta']","['bank', 'bjb', 'ride', '-', 'o', 'gelar', 'fellowship', '-', 'jogjakarta']",bank bjb ride - o gelar fellowship - jogjakarta,1
dua minggu menjabat kapolres bangkalan sudah tunjukkan taringnya,"['dua', 'minggu', 'menjabat', 'kapolres', 'bangkalan', 'sudah', 'tunjukkan', 'taringnya']","['minggu', 'menjabat', 'kapolres', 'bangkalan', 'tunjukkan', 'taringnya']",minggu jabat kapolres bangkal tunjuk taring,1
tingkatkan ekonomi pascapandemi covid-19 edwin senjaya buka pelatihan manajemen sanggar dan lingkung seni regol,"['tingkatkan', 'ekonomi', 'pascapandemi', 'covid', '-', '19', 'edwin', 'senjaya', 'buka', 'pelatihan', 'manajemen', 'sanggar', 'dan', 'lingkung', 'seni', 'regol']","['tingkatkan', 'ekonomi', 'pascapandemi', 'covid', '-', '19', 'edwin', 'senjaya', 'buka', 'pelatihan', 'manajemen', 'sanggar', 'lingkung', 'seni', 'regol']",tingkat ekonomi pascapandemi covid - 19 edwin senjaya buka latih manajemen sanggar lingkung seni regol,1
lsm garda kawal sampang layangkan surat audensi ke badan anggaran dprd sampang,"['lsm', 'garda', 'kawal', 'sampang', 'layangkan', 'surat', 'audensi', 'ke', 'badan', 'anggaran', 'dprd', 'sampang']","['lsm', 'garda', 'kawal', 'sampang', 'layangkan', 'surat', 'audensi', 'badan', 'anggaran', 'dprd', 'sampang']",lsm garda kawal sampang layang surat audensi badan anggar dprd sampang,0
anggota komisi d dprd kota bandung tekankan makna ketekunan pada peserta pelatihan kerja,"['anggota', 'komisi', 'd', 'dprd', 'kota', 'bandung', 'tekankan', 'makna', 'ketekunan', 'pada', 'peserta', 'pelatihan', 'kerja']","['anggota', 'komisi', 'd', 'dprd', 'kota', 'tekankan', 'makna', 'ketekunan', 'peserta', 'pelatihan', 'kerja']",anggota komisi d dprd kota tekan makna tekun serta latih kerja,1
legislator pks  jumlah puskesmas di surabaya jauh dari ideal,"['legislator', 'pks', 'jumlah', 'puskesmas', 'di', 'surabaya', 'jauh', 'dari', 'ideal']","['legislator', 'pks', 'puskesmas', 'surabaya', 'ideal']",legislator pks puskesmas surabaya ideal,2
polsek kenjeran ringkus pemuda yang meresahkan warga yang menggunakan samurai,"['polsek', 'kenjeran', 'ringkus', 'pemuda', 'yang', 'meresahkan', 'warga', 'yang', 'menggunakan', 'samurai']","['polsek', 'kenjeran', 'ringkus', 'pemuda', 'meresahkan', 'warga', 'samurai']",polsek kenjeran ringkus pemuda resah warga samurai,2
cegah penularan covid-19 polsek tambaksari laksanakan vaksin dan swab hunter,"['cegah', 'penularan', 'covid', '-', '19', 'polsek', 'tambaksari', 'laksanakan', 'vaksin', 'dan', 'swab', 'hunter']","['cegah', 'penularan', 'covid', '-', '19', 'polsek', 'tambaksari', 'laksanakan', 'vaksin', 'swab', 'hunter']",cegah tular covid - 19 polsek tambaksari laksana vaksin swab hunter,1
hadir di merauke pangkogabwilhan iii beri semangat dan motivasi satgas pamtas yonif 123/rajawali,"['hadir', 'di', 'merauke', 'pangkogabwilhan', 'iii', 'beri', 'semangat', 'dan', 'motivasi', 'satgas', 'pamtas', 'yonif', '123', '/', 'rajawali']","['hadir', 'merauke', 'pangkogabwilhan', 'iii', 'semangat', 'motivasi', 'satgas', 'pamtas', 'yonif', '123', '/', 'rajawali']",hadir merauke pangkogabwilhan iii semangat motivasi satgas pamtas yonif 123  rajawali,1
pelaku ilegal acces dimaafkan korban polres pasuruan kota terapkan restorative justice,"['pelaku', 'ilegal', 'acces', 'dimaafkan', 'korban', 'polres', 'pasuruan', 'kota', 'terapkan', 'restorative', 'justice']","['pelaku', 'ilegal', 'acces', 'dimaafkan', 'korban', 'polres', 'pasuruan', 'kota', 'terapkan', 'restorative', 'justice']",laku ilegal acces maaf korban polres pasuruan kota terap restorative justice,1
soal penanganan kemacetan ketua dprd kota bandung harapkan inovasi dishub,"['soal', 'penanganan', 'kemacetan', 'ketua', 'dprd', 'kota', 'bandung', 'harapkan', 'inovasi', 'dishub']","['penanganan', 'kemacetan', 'ketua', 'dprd', 'kota', 'harapkan', 'inovasi', 'dishub']",tangan macet ketua dprd kota harap inovasi dishub,1
bank bjb aktif mengembangkan pemberdayaan ekonomi umkm,"['bank', 'bjb', 'aktif', 'mengembangkan', 'pemberdayaan', 'ekonomi', 'umkm']","['bank', 'bjb', 'aktif', 'mengembangkan', 'pemberdayaan', 'ekonomi', 'umkm']",bank bjb aktif kembang daya ekonomi umkm,1
lsm amcd-p dan yayasan mambaus sholach menggelar harlah dengan tema sehat bangsaku,"['lsm', 'amcd', '-', 'p', 'dan', 'yayasan', 'mambaus', 'sholach', 'menggelar', 'harlah', 'dengan', 'tema', 'sehat', 'bangsaku']","['lsm', 'amcd', '-', 'p', 'yayasan', 'mambaus', 'sholach', 'menggelar', 'harlah', 'tema', 'sehat', 'bangsaku']",lsm amcd - p yayasan mambaus sholach gelar harlah tema sehat bangsa,1
di hari anak nasional aeshnina aktivis muda yang mendapat penghargaan dari bri,"['di', 'hari', 'anak', 'nasional', 'aeshnina', 'aktivis', 'muda', 'yang', 'mendapat', 'penghargaan', 'dari', 'bri']","['anak', 'nasional', 'aeshnina', 'aktivis', 'muda', 'penghargaan', 'bri']",anak nasional aeshnina aktivis muda harga bri,1
temukan minat & bakat siswa-siswi smp muhammadiyah 15 boarding school surabaya lakukan tes psikotes,"['temukan', 'minat', '&', 'bakat', 'siswa', '-', 'siswi', 'smp', 'muhammadiyah', '15', 'boarding', 'school', 'surabaya', 'lakukan', 'tes', 'psikotes']","['temukan', 'minat', '&', 'bakat', 'siswa', '-', 'siswi', 'smp', 'muhammadiyah', '15', 'boarding', 'school', 'surabaya', 'lakukan', 'tes', 'psikotes']",temu minat  bakat siswa - siswi smp muhammadiyah 15 boarding school surabaya laku tes psikotes,1
setengah lusin maling lompat dipamerkan polsek gubeng,"['setengah', 'lusin', 'maling', 'lompat', 'dipamerkan', 'polsek', 'gubeng']","['lusin', 'maling', 'lompat', 'dipamerkan', 'polsek', 'gubeng']",lusin maling lompat pamer polsek gubeng,2
united e-motor x pln touring percepat program go green go electrik,"['united', 'e', '-', 'motor', 'x', 'pln', 'touring', 'percepat', 'program', 'go', 'green', 'go', 'electrik']","['united', 'e', '-', 'motor', 'x', 'pln', 'touring', 'percepat', 'program', 'go', 'green', 'go', 'electrik']",united e - motor x pln touring cepat program go green go electrik,1
kontroversi rumdis auri tidak perlu penetapan eksekusi,"['kontroversi', 'rumdis', 'auri', 'tidak', 'perlu', 'penetapan', 'eksekusi']","['kontroversi', 'rumdis', 'auri', 'penetapan', 'eksekusi']",kontroversi rumdis aur tetap eksekusi,2
pengajian rutin majelis dzikir miftahul amin tanah merah surabaya,"['pengajian', 'rutin', 'majelis', 'dzikir', 'miftahul', 'amin', 'tanah', 'merah', 'surabaya']","['pengajian', 'rutin', 'majelis', 'dzikir', 'miftahul', 'amin', 'tanah', 'merah', 'surabaya']",aji rutin majelis dzikir miftahul amin tanah merah surabaya,0
polsek tambaksari kembali bongkar pagupon ajang perjudian karang asem,"['polsek', 'tambaksari', 'kembali', 'bongkar', 'pagupon', 'ajang', 'perjudian', 'karang', 'asem']","['polsek', 'tambaksari', 'bongkar', 'pagupon', 'ajang', 'perjudian', 'karang', 'asem']",polsek tambaksari bongkar pagupon ajang judi karang asem,2
berangkatkan 13 angkutan kota spemlibels kirim peserta terbanyak,"['berangkatkan', '13', 'angkutan', 'kota', 'spemlibels', 'kirim', 'peserta', 'terbanyak']","['berangkatkan', '13', 'angkutan', 'kota', 'spemlibels', 'kirim', 'peserta']",berangkat 13 angkut kota spemlibels kirim serta,1
setda tulungagung lantik kepala sekolah sd-smp,"['setda', 'tulungagung', 'lantik', 'kepala', 'sekolah', 'sd', '-', 'smp']","['setda', 'tulungagung', 'lantik', 'kepala', 'sekolah', 'sd', '-', 'smp']",setda tulungagung lantik kepala sekolah sd - smp,0
satresnarkoba polres pelabuhan tanjung perak bekuk pemuda asal klakahrejo surabaya,"['satresnarkoba', 'polres', 'pelabuhan', 'tanjung', 'perak', 'bekuk', 'pemuda', 'asal', 'klakahrejo', 'surabaya']","['satresnarkoba', 'polres', 'pelabuhan', 'tanjung', 'perak', 'bekuk', 'pemuda', 'klakahrejo', 'surabaya']",satresnarkoba polres labuh tanjung perak bekuk pemuda klakahrejo surabaya,2
dprd pasuruan mengucapkan selamat hari raya idul adha 1443 h,"['dprd', 'pasuruan', 'mengucapkan', 'selamat', 'hari', 'raya', 'idul', 'adha', '1443', 'h']","['dprd', 'pasuruan', 'selamat', 'raya', 'idul', 'adha', '1443', 'h']",dprd pasuruan selamat raya idul adha 1443 h,0
diskusi bersama bpjamsostek pemkot bandung seriusi bpjs ketenagakerjaan bagi non-asn,"['diskusi', 'bersama', 'bpjamsostek', 'pemkot', 'bandung', 'seriusi', 'bpjs', 'ketenagakerjaan', 'bagi', 'non', '-', 'asn']","['diskusi', 'bpjamsostek', 'pemkot', 'seriusi', 'bpjs', 'ketenagakerjaan', 'non', '-', 'asn']",diskusi bpjamsostek pemkot serius bpjs ketenagakerjaan non - asn,1
polres pasuruan berhasil menangkap pelaku pembunuhan seorang wanita di keclumbang,"['polres', 'pasuruan', 'berhasil', 'menangkap', 'pelaku', 'pembunuhan', 'seorang', 'wanita', 'di', 'keclumbang']","['polres', 'pasuruan', 'berhasil', 'menangkap', 'pelaku', 'pembunuhan', 'wanita', 'keclumbang']",polres pasuruan hasil tangkap laku bunuh wanita keclumbang,2
polsek tambaksari tangkap lima tersangka perjudian burung dara karang asem,"['polsek', 'tambaksari', 'tangkap', 'lima', 'tersangka', 'perjudian', 'burung', 'dara', 'karang', 'asem']","['polsek', 'tambaksari', 'tangkap', 'tersangka', 'perjudian', 'burung', 'dara', 'karang', 'asem']",polsek tambaksari tangkap sangka judi burung dara karang asem,2
lanud muljono sampaikan status kepemilikan rumah/tanah simogunung kepada warga,"['lanud', 'muljono', 'sampaikan', 'status', 'kepemilikan', 'rumah', '/', 'tanah', 'simogunung', 'kepada', 'warga']","['lanud', 'muljono', 'status', 'kepemilikan', 'rumah', '/', 'tanah', 'simogunung', 'warga']",lanud muljono status milik rumah  tanah simogunung warga,0
tingkatkan sinergitas kapolres pasuruan kunjungi forkopimda dan ulama,"['tingkatkan', 'sinergitas', 'kapolres', 'pasuruan', 'kunjungi', 'forkopimda', 'dan', 'ulama']","['tingkatkan', 'sinergitas', 'kapolres', 'pasuruan', 'kunjungi', 'forkopimda', 'ulama']",tingkat sinergitas kapolres pasuruan kunjung forkopimda ulama,1
warga panik pabrik tripleks di beji dilalap si jago merah,"['warga', 'panik', 'pabrik', 'tripleks', 'di', 'beji', 'dilalap', 'si', 'jago', 'merah']","['warga', 'panik', 'pabrik', 'tripleks', 'beji', 'dilalap', 'si', 'jago', 'merah']",warga panik pabrik tripleks beji lalap si jago merah,2
polda jatim ringkus komplotan curanmor yang beraksi di wilayah jatim,"['polda', 'jatim', 'ringkus', 'komplotan', 'curanmor', 'yang', 'beraksi', 'di', 'wilayah', 'jatim']","['polda', 'jatim', 'ringkus', 'komplotan', 'curanmor', 'beraksi', 'wilayah', 'jatim']",polda jatim ringkus komplot curanmor aksi wilayah jatim,2
umkm di kecamatan rancasari naikkan level marketing,"['umkm', 'di', 'kecamatan', 'rancasari', 'naikkan', 'level', 'marketing']","['umkm', 'kecamatan', 'rancasari', 'naikkan', 'level', 'marketing']",umkm camat rancasari naik level marketing,1
pemkot bandung kucurkan dana uhc rp240 miliar,"['pemkot', 'bandung', 'kucurkan', 'dana', 'uhc', 'rp240', 'miliar']","['pemkot', 'kucurkan', 'dana', 'uhc', 'rp240', 'miliar']",pemkot kucur dana uhc rp240 miliar,1
walikota tak temui massa aksi tembok pagar pemkot jebol,"['walikota', 'tak', 'temui', 'massa', 'aksi', 'tembok', 'pagar', 'pemkot', 'jebol']","['walikota', 'temui', 'massa', 'aksi', 'tembok', 'pagar', 'pemkot', 'jebol']",walikota temu massa aksi tembok pagar pemkot jebol,2
polres gresik lakukan penahanan dua tersangka penistaan agama,"['polres', 'gresik', 'lakukan', 'penahanan', 'dua', 'tersangka', 'penistaan', 'agama']","['polres', 'gresik', 'lakukan', 'penahanan', 'tersangka', 'penistaan', 'agama']",polres gresik laku tahan sangka nista agama,2
dukung upaya swasembada beras dan ketahanan pangan pangkogabwilhan iii bertemu para poktani,"['dukung', 'upaya', 'swasembada', 'beras', 'dan', 'ketahanan', 'pangan', 'pangkogabwilhan', 'iii', 'bertemu', 'para', 'poktani']","['dukung', 'upaya', 'swasembada', 'beras', 'ketahanan', 'pangan', 'pangkogabwilhan', 'iii', 'bertemu', 'poktani']",dukung upaya swasembada beras tahan pangan pangkogabwilhan iii temu poktani,1
kejar target vaksin booster polresta malang kota gelar vaksinasi di lapas,"['kejar', 'target', 'vaksin', 'booster', 'polresta', 'malang', 'kota', 'gelar', 'vaksinasi', 'di', 'lapas']","['kejar', 'target', 'vaksin', 'booster', 'polresta', 'malang', 'kota', 'gelar', 'vaksinasi', 'lapas']",kejar target vaksin booster polresta malang kota gelar vaksinasi lapas,1
